./images/frames1\0.jpg,person
./images/frames1\0.jpg,chair
./images/frames1\0.jpg,chair
./images/frames1\0.jpg,chair
./images/frames1\0.jpg,bowl
./images/frames1\0.jpg,person
./images/frames1\0.jpg,chair
./images/frames1\0.jpg,chair
./images/frames1\1015.jpg,chair
./images/frames1\1015.jpg,person
./images/frames1\1015.jpg,person
./images/frames1\1015.jpg,chair
./images/frames1\1015.jpg,chair
./images/frames1\1015.jpg,chair
./images/frames1\1044.jpg,chair
./images/frames1\1044.jpg,person
./images/frames1\1044.jpg,person
./images/frames1\1044.jpg,chair
./images/frames1\1073.jpg,chair
./images/frames1\1073.jpg,person
./images/frames1\1073.jpg,person
./images/frames1\1073.jpg,chair
./images/frames1\1102.jpg,person
./images/frames1\1102.jpg,dog
./images/frames1\1102.jpg,vase
./images/frames1\1102.jpg,bottle
./images/frames1\1102.jpg,couch
./images/frames1\1102.jpg,person
./images/frames1\1102.jpg,couch
./images/frames1\1102.jpg,book
./images/frames1\1102.jpg,chair
./images/frames1\1131.jpg,person
./images/frames1\1131.jpg,dog
./images/frames1\1131.jpg,vase
./images/frames1\1131.jpg,bottle
./images/frames1\1131.jpg,couch
./images/frames1\1131.jpg,person
./images/frames1\1131.jpg,couch
./images/frames1\1131.jpg,book
./images/frames1\1131.jpg,chair
./images/frames1\1131.jpg,bed
./images/frames1\116.jpg,chair
./images/frames1\116.jpg,person
./images/frames1\116.jpg,chair
./images/frames1\116.jpg,chair
./images/frames1\116.jpg,bowl
./images/frames1\1160.jpg,person
./images/frames1\1160.jpg,dog
./images/frames1\1160.jpg,vase
./images/frames1\1160.jpg,bottle
./images/frames1\1160.jpg,couch
./images/frames1\1160.jpg,person
./images/frames1\1160.jpg,couch
./images/frames1\1160.jpg,bed
./images/frames1\1160.jpg,chair
./images/frames1\1160.jpg,book
./images/frames1\1189.jpg,person
./images/frames1\1189.jpg,dog
./images/frames1\1189.jpg,vase
./images/frames1\1189.jpg,bottle
./images/frames1\1189.jpg,couch
./images/frames1\1189.jpg,bed
./images/frames1\1189.jpg,couch
./images/frames1\1189.jpg,book
./images/frames1\1189.jpg,chair
./images/frames1\1218.jpg,person
./images/frames1\1218.jpg,dog
./images/frames1\1218.jpg,vase
./images/frames1\1218.jpg,bottle
./images/frames1\1218.jpg,couch
./images/frames1\1218.jpg,book
./images/frames1\1218.jpg,chair
./images/frames1\1247.jpg,person
./images/frames1\1247.jpg,dog
./images/frames1\1247.jpg,vase
./images/frames1\1247.jpg,couch
./images/frames1\1247.jpg,bottle
./images/frames1\1247.jpg,person
./images/frames1\1247.jpg,bed
./images/frames1\1247.jpg,book
./images/frames1\1247.jpg,chair
./images/frames1\1276.jpg,person
./images/frames1\1276.jpg,dog
./images/frames1\1276.jpg,vase
./images/frames1\1276.jpg,bottle
./images/frames1\1276.jpg,couch
./images/frames1\1276.jpg,chair
./images/frames1\1276.jpg,person
./images/frames1\1276.jpg,bed
./images/frames1\1305.jpg,person
./images/frames1\1305.jpg,dog
./images/frames1\1305.jpg,couch
./images/frames1\1305.jpg,vase
./images/frames1\1305.jpg,bottle
./images/frames1\1305.jpg,bed
./images/frames1\1305.jpg,person
./images/frames1\1305.jpg,chair
./images/frames1\1334.jpg,person
./images/frames1\1334.jpg,person
./images/frames1\1334.jpg,teddy bear
./images/frames1\1334.jpg,tie
./images/frames1\1334.jpg,person
./images/frames1\1334.jpg,person
./images/frames1\1363.jpg,person
./images/frames1\1363.jpg,person
./images/frames1\1363.jpg,person
./images/frames1\1363.jpg,teddy bear
./images/frames1\1363.jpg,person
./images/frames1\1363.jpg,tie
./images/frames1\1392.jpg,person
./images/frames1\1392.jpg,person
./images/frames1\1392.jpg,person
./images/frames1\1392.jpg,person
./images/frames1\1392.jpg,teddy bear
./images/frames1\1392.jpg,person
./images/frames1\1392.jpg,tie
./images/frames1\1421.jpg,person
./images/frames1\1421.jpg,vase
