./images/frames1\0.jpg,person
./images/frames1\0.jpg,person
./images/frames1\0.jpg,person
./images/frames1\0.jpg,cup
./images/frames1\0.jpg,oven
./images/frames1\1015.jpg,person
./images/frames1\1015.jpg,dog
./images/frames1\1015.jpg,person
./images/frames1\1015.jpg,person
./images/frames1\1015.jpg,cup
./images/frames1\1015.jpg,oven
./images/frames1\1044.jpg,person
./images/frames1\1044.jpg,dog
./images/frames1\1044.jpg,person
./images/frames1\1044.jpg,person
./images/frames1\1044.jpg,cup
./images/frames1\1044.jpg,oven
./images/frames1\1073.jpg,person
./images/frames1\1073.jpg,dog
./images/frames1\1073.jpg,person
./images/frames1\1073.jpg,person
./images/frames1\1073.jpg,cup
./images/frames1\1073.jpg,handbag
./images/frames1\1073.jpg,oven
./images/frames1\1102.jpg,person
./images/frames1\1102.jpg,dog
./images/frames1\1102.jpg,person
./images/frames1\1102.jpg,person
./images/frames1\1102.jpg,cup
./images/frames1\1102.jpg,oven
./images/frames1\1102.jpg,chair
./images/frames1\1131.jpg,person
./images/frames1\1131.jpg,dog
./images/frames1\1131.jpg,person
./images/frames1\1131.jpg,person
./images/frames1\1131.jpg,cup
./images/frames1\116.jpg,person
./images/frames1\116.jpg,cat
./images/frames1\116.jpg,person
./images/frames1\116.jpg,cat
./images/frames1\116.jpg,person
./images/frames1\116.jpg,cup
./images/frames1\116.jpg,oven
./images/frames1\1160.jpg,person
./images/frames1\1160.jpg,dog
./images/frames1\1160.jpg,person
./images/frames1\1160.jpg,person
./images/frames1\1160.jpg,cup
./images/frames1\1189.jpg,person
./images/frames1\1189.jpg,dog
./images/frames1\1189.jpg,person
./images/frames1\1189.jpg,person
./images/frames1\1189.jpg,cup
./images/frames1\1189.jpg,chair
./images/frames1\1189.jpg,chair
./images/frames1\1218.jpg,person
./images/frames1\1218.jpg,dog
./images/frames1\1218.jpg,person
./images/frames1\1218.jpg,person
./images/frames1\1218.jpg,cup
./images/frames1\1218.jpg,chair
./images/frames1\1247.jpg,person
./images/frames1\1247.jpg,dog
./images/frames1\1247.jpg,person
./images/frames1\1247.jpg,person
./images/frames1\1247.jpg,chair
./images/frames1\1247.jpg,cup
./images/frames1\1276.jpg,person
./images/frames1\1276.jpg,dog
./images/frames1\1276.jpg,person
./images/frames1\1276.jpg,person
./images/frames1\1276.jpg,cup
./images/frames1\1276.jpg,chair
./images/frames1\1305.jpg,person
./images/frames1\1305.jpg,dog
./images/frames1\1305.jpg,person
./images/frames1\1305.jpg,person
./images/frames1\1305.jpg,cup
./images/frames1\1305.jpg,chair
./images/frames1\1334.jpg,person
./images/frames1\1334.jpg,dog
./images/frames1\1334.jpg,person
./images/frames1\1334.jpg,person
./images/frames1\1334.jpg,cup
./images/frames1\1334.jpg,chair
./images/frames1\1334.jpg,chair
./images/frames1\1363.jpg,person
./images/frames1\1363.jpg,dog
./images/frames1\1363.jpg,person
./images/frames1\1363.jpg,person
./images/frames1\1363.jpg,cup
./images/frames1\1363.jpg,chair
./images/frames1\1363.jpg,chair
./images/frames1\1392.jpg,person
./images/frames1\1392.jpg,dog
./images/frames1\1392.jpg,person
./images/frames1\1392.jpg,person
./images/frames1\1392.jpg,cup
./images/frames1\1392.jpg,chair
./images/frames1\1392.jpg,oven
./images/frames1\1421.jpg,person
./images/frames1\1421.jpg,dog
./images/frames1\1421.jpg,person
./images/frames1\1421.jpg,person
./images/frames1\1421.jpg,cup
./images/frames1\1421.jpg,chair
./images/frames1\1421.jpg,chair
./images/frames1\1421.jpg,oven
./images/frames1\145.jpg,person
./images/frames1\145.jpg,cat
./images/frames1\145.jpg,cat
./images/frames1\145.jpg,person
./images/frames1\145.jpg,person
./images/frames1\145.jpg,cup
./images/frames1\145.jpg,oven
./images/frames1\1450.jpg,person
./images/frames1\1450.jpg,dog
./images/frames1\1450.jpg,person
./images/frames1\1450.jpg,person
./images/frames1\1450.jpg,cup
./images/frames1\1450.jpg,chair
./images/frames1\1450.jpg,chair
./images/frames1\1479.jpg,person
./images/frames1\1479.jpg,dog
./images/frames1\1479.jpg,person
./images/frames1\1479.jpg,person
./images/frames1\1479.jpg,cup
./images/frames1\1479.jpg,chair
./images/frames1\1479.jpg,chair
./images/frames1\1479.jpg,oven
./images/frames1\1508.jpg,person
./images/frames1\1508.jpg,dog
./images/frames1\1508.jpg,person
./images/frames1\1508.jpg,person
./images/frames1\1508.jpg,cup
./images/frames1\1537.jpg,person
./images/frames1\1537.jpg,person
./images/frames1\1537.jpg,person
./images/frames1\1537.jpg,cup
./images/frames1\1537.jpg,dog
./images/frames1\1566.jpg,person
./images/frames1\1566.jpg,person
./images/frames1\1566.jpg,person
./images/frames1\1566.jpg,cup
./images/frames1\1595.jpg,person
./images/frames1\1595.jpg,person
./images/frames1\1595.jpg,person
./images/frames1\1595.jpg,cup
./images/frames1\1595.jpg,tv
./images/frames1\1595.jpg,cat
./images/frames1\1595.jpg,person
./images/frames1\1624.jpg,person
./images/frames1\1624.jpg,person
./images/frames1\1624.jpg,person
./images/frames1\1624.jpg,cup
./images/frames1\1624.jpg,person
./images/frames1\1624.jpg,oven
